AdditionalInfoId,DetailMarketId,PriceRange,AreaSize,AvailableSpaces,ParkingSpots,Toilets,OperationTime,Transportation,VendorNotes
1559,1559,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันเสาร์ เวลา 15.0021.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1560,1560,-,2 ไร่,-,30 คัน,10 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1561,1561,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 16.00  22.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1562,1562,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1563,1563,-,2 ไร่,-,30 คัน,10 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1564,1564,-,2 ไร่,-,30 คัน,10 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1565,1565,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 05.00  19.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1566,1566,-,2 ไร่,-,30 คัน,10 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1567,1567,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 05.00  19.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1568,1568,-,1,-,30 คัน,10 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1569,1569,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 08.00  24.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1570,1570,-,1,-,-,5 ห้อง,ทุกวัน เวลา 08:3016:30,รถส่วนตัว,รับสินค้าทุกประเภท
1571,1571,-,3 ไร่,-,30 คัน,10 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1572,1572,-,1 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 09.0021.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1573,1573,-,2 ไร่,-,30 คัน,10 ห้อง,ทุกวัน เวลา 08:0020:00,รถส่วนตัว,รับสินค้าทุกประเภท
1574,1574,-,1 ไร่,-,30 คัน,4 ห้อง,เปิดวันศุกร์ เวลา 15.00  21.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1575,1575,-,3 ไร่,-,80 คัน,10 ห้อง,เปิดวันอาทิตย์ เวลา 16.00  22.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1576,1576,-,1 ไร่,-,40 คัน,6 ห้อง,เปิดทุกวัน เวลา 04:0011:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1577,1577,-,1 ไร่,-,40 คัน,10 ห้อง,เปิดทุกวัน เวลา 15.0020.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1578,1578,-,2 ไร่,-,40 คัน,4 ห้อง,เปิดวันอาทิตย์ เวลา 05.00  12.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1579,1579,-,1 ไร่,-,20 คัน,2 ห้อง,เปิดทุกวัน เวลา 08.00  18.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1580,1580,-,1 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน เวลา 15.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1581,1581,-,1 ไร่,-,30 คัน,4 ห้อง,เปิดทุกวัน เวลา 08.00  18.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1582,1582,-,1 ไร่,-,30 คัน,4 ห้อง,เปิดวันศุกร์ 06.00  14.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1583,1583,-,2 ไร่,-,40 คัน,10 ห้อง,เปิดทุกวัน เวลา 09.00  18.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1584,1584,-,3 ไร่,-,100 คัน,10 ห้อง,เปิดวันพฤหัสบดี เวลา 16:00  21:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1585,1585,-,1 ไร่,-,40 คัน,10 ห้อง,เปิดวันจันทร์ 06.30  13.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1586,1586,-,2 ไร่,-,60 คัน,10 ห้อง,"เปิดวันจันทร์ถึงวันอาทิตย์ ทุกวันที่ 5 , 15 , 25 ของเดือน เวลา 15.0021.00 น.",รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1587,1587,-,1 ไร่,-,40 คัน,10 ห้อง,เปิดวันพุธและวันเสาร์ เวลา 16:00–18:00,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1588,1588,-,2 ไร่,-,60 คัน,10 ห้อง,เปิดทุกวัน เวลา 07:00  19:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1589,1589,-,2 ไร่,-,40 คัน,6 ห้อง,เปิดทุกวัน เวลา 08.00  18.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1590,1590,-,2 ไร่,-,40 คัน,10 ห้อง,เปิดวันพฤหัสบดี เวลา 15.00  21.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1591,1591,-,1 ไร่,-,40 คัน,10 ห้อง,เปิดวันอาทิตย์ เวลา 13.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1592,1592,-,2 ไร่,-,60 คัน,10 ห้อง,เปิดวันพุธถึงวันศุกร์ เวลา 17.00  22.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1593,1593,-,1 ไร่,-,50 คัน,10 ห้อง,เปิดวันอังคารและวันศุกร์ เวลา 15.00  19.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1594,1594,-,1 ไร่,-,10 คัน,2 ห้อง,เปิดทุกวัน เวลา 08.00  18.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1595,1595,-,2 ไร่,-,60 คัน,15 ห้อง,เปิดทุกวัน เวลา 06.00  23.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1596,1596,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน เวลา 07.00  18.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1597,1597,-,-,-,50 คัน,6 ห้อง,เปิดทุกวัน จันทร์  อาทิตย์ เวลา 8:00  18:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
1598,1598,-,2 ไร่,-,50 คัน,6 ห้อง,เปิดทุกวันจันทร์เสาร์ 18.0020.30 น.,รถส่วนตัว,รับสินค้าทุกประเภท
1599,1599,-,-,-,50 คัน,6 ห้อง,เปิดทุกวัน จันทร์  อาทิตย์ 24 ชม.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
1600,1600,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1601,1601,-,2 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 16.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1602,1602,-,2 ไร่,-,50 คัน,10 ห้อง,เปิดทุวัน จันทร์อาทิตย์ เวลา 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้องรับร้านค้าทุกประเภท
